name;stereotype;number;description;inferred_stereotype
Artifact variant;type;68;A different version or form of an artifact.;subkind
Artificial Agent;role;93;A software program or system designed to act autonomously, typically exhibiting intelligent or goal-oriented behavior.;role
Artificial Object;kind;93;An object that is created or manufactured by humans.;kind
ArtificialAgent;kind;85;An agent that is not a living being.;subkind
Artigo;kind;81;An article within a legal document.;kind
Artigo Componente de Capítulo;subkind;81;;None
Artigo Componente de Seção;subkind;81;;None
Artigo Composto;subkind;81;;None
Artigo Composto por Incisos;subkind;81;;None
Artigo Composto por Parágrafos;subkind;81;;None
Artigo Legal;subkind;81;;None
Artigo Legal com Infração Definida;subkind;81;;None
Artigo Ordinário;subkind;81;;None
Artigo Publicado;role;102;A research article that has been formally published.;subkind
Artigo Regulamentar;subkind;81;A regulatory article.;kind
Artigo Regulamentar com Infração Definida;subkind;81;A regulation article that defines an infraction.;kind
Artigo Simples;subkind;81;;None
Artigo Vetado;subkind;81;;None
Artigo de Alteração;subkind;81;;None
Artigo de Evento Publicado;role;102;A research article presented and published in the proceedings of a scientific conference.;subkind
Artigo de Inclusão;subkind;81;An article that adds or includes something.;kind
Artigo de Periódico Publicado;role;102;A research article that has been published in a periodical or journal.;subkind
Artist;mixin;44;A person who creates art, such as painting, sculpture, music, or literature.;role
Artistic Composition;relator;44;The arrangement of elements within a work of art.;kind
Artistic Group;subkind;44;A group of artists who work together.;collective
Artistic Member;role;44;A member of an artistic group.;role
Arts;subkind;51;The various branches of creative activity, such as painting, music, literature, and dance.;collective
Asexual;category;118;Reproducing without sexual reproduction.;quality
Aspectual Belief;mode;12;A belief about a specific aspect or attribute of something.;subkind
Assembling Laboratory;historicalRole;76;A laboratory where genome assembly is performed.;subkind
Assembly;category;92;The process of putting something together.;event
AssemblySchedule;subkind;92;A schedule for the assembly of something.;kind
Assentamento;mode;81;;None
Assertion;kind;51;A confident and forceful statement of fact or belief.;kind
Assertive (factagenic);event;68;A type of communicative act that brings about a change in the world by making a statement true.;subkind
Asset;phase;80;Something valuable that an entity owns, benefiting future operations.;kind
Asset Account;subkind;114;A record tracking the value of assets owned by an organization.;kind
Assignment;relator;124;The act of allocating a task, role, or resource to someone or something.;relator
Assignmnent;relator;63;;None
AssistantInCollection;role;118;An entity that assists in a collection.;roleMixin
Assunto;datatype;81;;None
Assunto da Manifestação;mode;81;;None
Assymetry;kind;7;A game design principle where players or factions have different starting conditions, abilities, or objectives.;kind
AstronomicalTheory;subkind;51;A theory about celestial objects and phenomena.;kind
Asynchronous;subkind;95;Not occurring or existing at the same time.;mode
Atendimento Rodoviário;relator;81;;None
Atendimento Rodoviário de Acidente;relator;81;;None
Atendimento para Primeiros Socorros;relator;81;;None
Atividade;relator;81;;None
Atividade Extraordinária;relator;81;;None
Atividade Financeira;relator;81;;None
Atividade Não Operacional;relator;81;;None
Atividade Operacional;relator;81;;None
Atividade Ordinária;relator;81;;None
Atividade da Cabine;mode;81;;None
Atividade pedagógica;kind;91;Pedagogical activity (in Portuguese), a structured learning experience designed to achieve specific educational goals.;subkind
Ativo;kind;81;;None
Ativo Amortizado;phase;81;;None
Ativo Composto;subkind;81;;None
Ativo Depreciado;phase;81;;None
Ativo Depreciável;roleMixin;81;;None
Ativo Explorado;mixin;81;;None
Ativo Imobilizado;roleMixin;81;;None
Ativo Intangível;mixin;81;;None
Ativo Investimento;mixin;81;;None
Ativo Permanente;mixin;81;A fixed asset.;kind
Ativo Sem Amortização;phase;81;;None
Ativo Simples;subkind;81;;None
Ativo Vendido;mixin;81;;None
Ativo com Valor Inicial;phase;81;;None
AtlanticRegion;category;118;A region bordering the Atlantic Ocean.;subkind
Atmospheric Pressure;subkind;14;The pressure exerted by the weight of the atmosphere.;quantity
Ato Normativo;kind;81;;None
Ato Normativo Base de Fiscalização;role;81;;None
Atomic;subkind;84;Relating to an atom or atoms.;subkind
Atomic Intention;category;12;A simple, indivisible intention.;subkind
Atomic Place;subkind;63;;None
Atropelamento;relator;81;;None
Atropelamento e Fuga;relator;81;;None
AttachedInformation;mode;85;Information that is included with a message or other communication.;kind
Attachment;kind;85;A file or document that is sent with an email message.;kind
Attack;event;0;A deliberate attempt to cause harm or damage to a target.;event
Attacker;roleMixin;0;An entity that initiates an attack or offensive action.;roleMixin
Attitude;mode;62;A settled way of thinking or feeling about someone or something.;category
Attract;event;47;Activities focused on drawing the attention of potential customers to a business.;kind
Attribute;subkind;92;A quality or characteristic of something.;quality
Attribute (Member Variable);subkind;108;A variable that stores data associated with an object.;subkind
Attribute Key;kind;13;A label or identifier that represents a specific property or characteristic of data.;kind
Attribute Value;kind;13;The specific data value associated with an attribute key. It represents the actual measurement or observation for that characteristic.;kind
Attributes;enumeration;16;Properties or characteristics that describe an entity, object, or element, defining its state or behavior.;quality
Auction;relator;71;A public sale in which goods or property are sold to the highest bidder.;kind
Auction for Public Tender;relator;71;An auction held for the purpose of awarding a public tender.;subkind
Audio;subkind;85;Sound, especially when recorded, transmitted, or reproduced.;kind
Audio Object;kind;122;A digital representation of sound.;kind
Auditability;roleMixin;120;The ability to track and verify the actions and changes made within a system for security and accountability purposes.;quality
Autarchy;subkind;25;A system of government in which supreme power is concentrated in the hands of one person, who rules without any legal limitations.;subkind
Authentication;subkind;19;The process of verifying the identity of a user or process.;event
Authentication Protocol;subkind;13;A standardized process used to verify the identity of a user or system attempting to access a system or resource.;subkind
Author;roleMixin;122;A person who creates written or other artistic work.;role
Authorization;relator;125;The process of granting or denying access to a system resource.;event
Authorization Protocol;subkind;13;A set of rules and procedures for verifying the identity and permissions of users or systems requesting access to resources.;subkind
Authorship;relator;46;The state or fact of being the writer of a book, article, or other work.;relator
Auto de Infração;kind;81;;None
Automatic Switching;relator;95;A feature that enables automatic failover to a redundant system.;process
Automóvel;subkind;81;;None
Autonomy Requirement;category;78;A requirement that ensures the ability of an entity to act independently.;subkind
Autor Científico;role;102;A person who conducts scientific research and writes about it.;role
Autor Científico Afilidado;role;102;A scientist who is associated with an institution and publishes research under that affiliation.;role
Autor Científico Independente;role;102;A scientist who publishes research without being affiliated with any institution.;role
Autor de ATe por N. de Infração;role;81;;None
Autor de ATe por N. do Infrator;role;81;;None
Autor de Reclamação;role;81;;None
Autor de Representação;roleMixin;81;The author of a representation or legal document.;role
