Configuration Management Plan;subkind;A type of 'Plan' specifically for outlining configuration management processes.
Document;kind;A general representation of a document, which can have various subtypes.
Software Item;subkind;A specific category or type of 'Item' that is software-related.
Evaluate CR;process;Actions involved in evaluating or assessing a 'Change Request'.
Change Requesting;process;The process of submitting and handling 'Change Requests'.
Change Reviewer;role;The role of someone who reviews 'Change Requests'.
Change Implementation;process;The process of putting a change into effect.
Stakeholder;role;Represents any individual or group interested in or affected by a project or system.
Performed Process;situation;Represents a state where a process has been carried out.
Information Item;subkind;A specific category or type of 'Item' that represents information.
